Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 56, 77212, 0, 198, 8463
0, 57, 77071, 0, 198, 8463
0, 58, 77125, 0, 198, 8463
0, 59, 77298, 0, 198, 8463
0, 60, 77181, 0, 198, 8463
0, 0, 0, 77289
4000, 1, 85123, 0, 222, 8439
0, 2, 87694, 0, 222, 8439
0, 3, 88211, 0, 222, 8439
0, 4, 87801, 0, 222, 8439
0, 5, 90284, 0, 222, 8438
0, 6, 87419, 0, 222, 8438
0, 7, 88092, 0, 222, 8438
0, 8, 87786, 0, 222, 8438
0, 9, 87650, 0, 222, 8438
0, 10, 88104, 0, 222, 8438
0, 11, 87767, 0, 222, 8438
0, 12, 87889, 0, 222, 8438
0, 13, 87684, 0, 222, 8438
0, 14, 87969, 0, 222, 8438
0, 15, 88107, 0, 222, 8438
0, 16, 87632, 0, 222, 8438
0, 17, 87589, 0, 222, 8438
0, 18, 88058, 0, 222, 8438
0, 19, 88170, 0, 222, 8438
0, 20, 87689, 0, 222, 8438
0, 21, 87512, 0, 222, 8438
0, 22, 88085, 0, 222, 8438
0, 23, 88213, 0, 222, 8438
0, 24, 87540, 0, 222, 8438
0, 25, 88044, 0, 222, 8438
0, 26, 87888, 0, 222, 8438
0, 27, 87999, 0, 222, 8438
0, 28, 87756, 0, 222, 8438
0, 29, 87929, 0, 222, 8438
0, 30, 88059, 0, 222, 8438
0, 31, 87495, 0, 222, 8438
0, 32, 87629, 0, 222, 8438
0, 33, 88098, 0, 222, 8438
0, 34, 87851, 0, 222, 8438
0, 35, 87589, 0, 222, 8438
0, 36, 87419, 0, 222, 8438
0, 37, 88052, 0, 222, 8438
0, 38, 88198, 0, 222, 8438
0, 39, 87643, 0, 222, 8438
0, 40, 87935, 0, 222, 8438
0, 41, 87888, 0, 222, 8438
0, 42, 87999, 0, 222, 8438
0, 43, 87768, 0, 222, 8438
0, 44, 87848, 0, 222, 8438
0, 45, 88024, 0, 222, 8438
0, 46, 87553, 0, 222, 8438
0, 47, 87749, 0, 222, 8438
0, 48, 88123, 0, 222, 8438
0, 49, 87738, 0, 222, 8438
0, 50, 87693, 0, 222, 8438
0, 51, 87639, 0, 222, 8438
0, 52, 87852, 0, 222, 8438
0, 53, 87982, 0, 222, 8438
0, 54, 87613, 0, 222, 8438
0, 55, 88108, 0, 222, 8438
0, 56, 87910, 0, 222, 8438
0, 57, 87840, 0, 222, 8438
0, 58, 87522, 0, 222, 8438
0, 59, 87946, 0, 222, 8438
0, 60, 87938, 0, 222, 8438
0, 0, 0, 87840
4500, 1, 95750, 0, 244, 8416
0, 2, 99026, 0, 243, 8417
0, 3, 99429, 0, 244, 8417
0, 4, 99265, 0, 244, 8417
