Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 10, 1054, 0, 14, 8647
0, 11, 1075, 0, 14, 8647
0, 12, 1043, 0, 14, 8647
0, 13, 1044, 0, 14, 8647
0, 14, 1055, 0, 14, 8647
0, 15, 1047, 0, 14, 8647
0, 16, 1046, 0, 14, 8647
0, 17, 1044, 0, 14, 8647
0, 18, 1049, 0, 14, 8647
0, 19, 1046, 0, 14, 8647
0, 20, 1254, 0, 14, 8647
0, 21, 1085, 0, 14, 8647
0, 22, 1052, 0, 14, 8647
0, 23, 1049, 0, 14, 8647
0, 24, 1054, 0, 14, 8647
0, 25, 1048, 0, 14, 8647
0, 26, 1047, 0, 14, 8647
0, 27, 1049, 0, 14, 8647
0, 28, 1049, 0, 14, 8647
0, 29, 1071, 0, 14, 8647
0, 30, 1047, 0, 14, 8647
0, 31, 1046, 0, 14, 8647
0, 32, 1044, 0, 14, 8647
0, 33, 1077, 0, 14, 8647
0, 34, 1074, 0, 14, 8647
0, 35, 1064, 0, 14, 8647
0, 36, 1081, 0, 14, 8647
0, 37, 1045, 0, 14, 8647
0, 38, 1046, 0, 14, 8647
0, 39, 1048, 0, 14, 8647
0, 40, 1048, 0, 14, 8647
0, 41, 1048, 0, 14, 8647
0, 42, 1048, 0, 14, 8647
0, 43, 1049, 0, 14, 8647
0, 44, 1054, 0, 14, 8647
0, 45, 1046, 0, 14, 8647
0, 46, 1047, 0, 14, 8647
0, 47, 1048, 0, 14, 8647
0, 48, 1049, 0, 14, 8647
0, 49, 1047, 0, 14, 8647
0, 50, 1050, 0, 14, 8647
0, 51, 1306, 0, 14, 8647
0, 52, 1049, 0, 14, 8647
0, 53, 1049, 0, 14, 8647
0, 54, 1082, 0, 14, 8647
0, 55, 1051, 0, 14, 8647
0, 56, 1045, 0, 14, 8647
0, 57, 1048, 0, 14, 8647
0, 58, 1046, 0, 14, 8647
0, 59, 1052, 0, 14, 8647
0, 60, 1046, 0, 14, 8647
0, 0, 0, 1063
11, 1, 1036, 0, 14, 8647
0, 2, 1049, 0, 14, 8647
0, 3, 1055, 0, 14, 8647
0, 4, 1048, 0, 14, 8647
0, 5, 1048, 0, 14, 8647
0, 6, 1049, 0, 14, 8647
0, 7, 1246, 0, 14, 8647
0, 8, 1062, 0, 14, 8647
0, 9, 1055, 0, 14, 8647
0, 10, 1054, 0, 14, 8647
0, 11, 1058, 0, 14, 8647
0, 12, 1050, 0, 14, 8647
0, 13, 1047, 0, 14, 8647
0, 14, 1061, 0, 14, 8647
0, 15, 1051, 0, 14, 8647
0, 16, 1048, 0, 14, 8647
0, 17, 1049, 0, 14, 8647
0, 18, 1148, 0, 14, 8647
0, 19, 1098, 0, 14, 8647
0, 20, 1204, 0, 14, 8647
0, 21, 1273, 0, 14, 8647
0, 22, 1369, 0, 14, 8647
0, 23, 1293, 0, 14, 8647
0, 24, 1339, 0, 14, 8647
0, 25, 1260, 0, 14, 8647
0, 26, 1218, 0, 14, 8647
0, 27, 1152, 0, 14, 8647
0, 28, 1205, 0, 14, 8647
0, 29, 1199, 0, 14, 8647
0, 30, 1356, 0, 14, 8647
0, 31, 1174, 0, 14, 8647
0, 32, 1147, 0, 14, 8647
0, 33, 1135, 0, 14, 8647
0, 34, 1132, 0, 14, 8647
0, 35, 1121, 0, 14, 8647
0, 36, 1118, 0, 14, 8647
0, 37, 1075, 0, 14, 8647
0, 38, 1075, 0, 14, 8647
0, 39, 1075, 0, 14, 8647
0, 40, 1070, 0, 14, 8647
0, 41, 1095, 0, 14, 8647
0, 42, 1074, 0, 14, 8647
0, 43, 1074, 0, 14, 8647
0, 44, 1069, 0, 14, 8647
0, 45, 1071, 0, 14, 8647
0, 46, 1063, 0, 14, 8647
0, 47, 1062, 0, 14, 8647
0, 48, 1103, 0, 14, 8647
0, 49, 1122, 0, 14, 8647
0, 50, 1074, 0, 14, 8647
0, 51, 1095, 0, 14, 8647
0, 52, 1067, 0, 14, 8647
0, 53, 1063, 0, 14, 8647
0, 54, 1063, 0, 14, 8647
0, 55, 1079, 0, 14, 8647
0, 56, 1083, 0, 14, 8647
0, 57, 1075, 0, 14, 8647
0, 58, 1072, 0, 14, 8647
0, 59, 1087, 0, 14, 8647
0, 60, 1096, 0, 14, 8647
0, 0, 0, 1115
12, 1, 1072, 0, 14, 8647
0, 2, 1077, 0, 14, 8647
0, 3, 1107, 0, 14, 8647
0, 4, 1111, 0, 14, 8647
0, 5, 1223, 0, 14, 8647
0, 6, 1285, 0, 14, 8647
0, 7, 1181, 0, 14, 8647
0, 8, 1194, 0, 14, 8647
0, 9, 1152, 0, 14, 8647
0, 10, 1312, 0, 14, 8647
0, 11, 1295, 0, 14, 8647
0, 12, 1226, 0, 14, 8647
0, 13, 1224, 0, 14, 8647
0, 14, 1127, 0, 14, 8647
0, 15, 1119, 0, 14, 8647
0, 16, 1122, 0, 14, 8647
0, 17, 1160, 0, 14, 8647
0, 18, 1235, 0, 14, 8647
0, 19, 1246, 0, 14, 8647
0, 20, 1221, 0, 14, 8647
0, 21, 1191, 0, 14, 8647
0, 22, 1147, 0, 14, 8647
0, 23, 1141, 0, 14, 8647
0, 24, 1164, 0, 14, 8647
0, 25, 1192, 0, 14, 8647
0, 26, 1206, 0, 14, 8647
0, 27, 1186, 0, 14, 8647
0, 28, 1096, 0, 14, 8647
0, 29, 1148, 0, 14, 8647
0, 30, 1166, 0, 14, 8647
0, 31, 1258, 0, 14, 8647
0, 32, 1213, 0, 14, 8647
0, 33, 1166, 0, 14, 8647
0, 34, 1162, 0, 14, 8647
0, 35, 1095, 0, 14, 8647
0, 36, 1106, 0, 14, 8647
0, 37, 1087, 0, 14, 8647
0, 38, 1106, 0, 14, 8647
0, 39, 1094, 0, 14, 8647
0, 40, 1089, 0, 14, 8647
0, 41, 1091, 0, 14, 8647
0, 42, 1092, 0, 14, 8647
0, 43, 1094, 0, 14, 8647
0, 44, 1082, 0, 14, 8647
0, 45, 1090, 0, 14, 8647
0, 46, 1084, 0, 14, 8647
0, 47, 1085, 0, 14, 8647
0, 48, 1080, 0, 14, 8647
0, 49, 1294, 0, 14, 8647
0, 50, 1098, 0, 14, 8647
0, 51, 1088, 0, 14, 8647
